stock_id,date,持股分級,人數,持有股數,占集保庫存數比例
000218,2026-05-22,1,0,0,0.0
000218,2026-05-22,2,0,0,0.0
000218,2026-05-22,3,0,0,0.0
000218,2026-05-22,4,0,0,0.0
000218,2026-05-22,5,0,0,0.0
000218,2026-05-22,6,0,0,0.0
000218,2026-05-22,7,0,0,0.0
000218,2026-05-22,8,0,0,0.0
000218,2026-05-22,9,0,0,0.0
000218,2026-05-22,10,0,0,0.0
000218,2026-05-22,11,0,0,0.0
000218,2026-05-22,12,0,0,0.0
000218,2026-05-22,13,0,0,0.0
000218,2026-05-22,14,0,0,0.0
000218,2026-05-22,15,1,422278902,100.0
000218,2026-05-22,17,1,422278902,100.0
000560,2026-05-22,1,0,0,0.0
000560,2026-05-22,2,0,0,0.0
000560,2026-05-22,3,0,0,0.0
000560,2026-05-22,4,0,0,0.0
000560,2026-05-22,5,0,0,0.0
000560,2026-05-22,6,0,0,0.0
000560,2026-05-22,7,0,0,0.0
000560,2026-05-22,8,0,0,0.0
000560,2026-05-22,9,0,0,0.0
000560,2026-05-22,10,0,0,0.0
000560,2026-05-22,11,0,0,0.0
000560,2026-05-22,12,0,0,0.0
000560,2026-05-22,13,0,0,0.0
000560,2026-05-22,14,0,0,0.0
000560,2026-05-22,15,1,29700000,100.0
000560,2026-05-22,17,1,29700000,100.0
000708,2026-05-22,1,0,0,0.0
000708,2026-05-22,2,0,0,0.0
000708,2026-05-22,3,0,0,0.0
000708,2026-05-22,4,0,0,0.0
000708,2026-05-22,5,0,0,0.0
000708,2026-05-22,6,0,0,0.0
000708,2026-05-22,7,0,0,0.0
000708,2026-05-22,8,0,0,0.0
000708,2026-05-22,9,0,0,0.0
000708,2026-05-22,10,0,0,0.0
000708,2026-05-22,11,0,0,0.0
000708,2026-05-22,12,0,0,0.0
000708,2026-05-22,13,0,0,0.0
000708,2026-05-22,14,0,0,0.0
000708,2026-05-22,15,1,20200000,100.0
000708,2026-05-22,17,1,20200000,100.0
000779,2026-05-22,1,0,0,0.0
000779,2026-05-22,2,0,0,0.0
000779,2026-05-22,3,0,0,0.0
000779,2026-05-22,4,0,0,0.0
000779,2026-05-22,5,0,0,0.0
000779,2026-05-22,6,0,0,0.0
000779,2026-05-22,7,0,0,0.0
000779,2026-05-22,8,0,0,0.0
000779,2026-05-22,9,0,0,0.0
000779,2026-05-22,10,0,0,0.0
000779,2026-05-22,11,0,0,0.0
000779,2026-05-22,12,0,0,0.0
000779,2026-05-22,13,0,0,0.0
000779,2026-05-22,14,0,0,0.0
000779,2026-05-22,15,1,1150000000,100.0
000779,2026-05-22,17,1,1150000000,100.0
000815,2026-05-22,1,0,0,0.0
000815,2026-05-22,2,0,0,0.0
000815,2026-05-22,3,0,0,0.0
000815,2026-05-22,4,0,0,0.0
000815,2026-05-22,5,0,0,0.0
000815,2026-05-22,6,0,0,0.0
000815,2026-05-22,7,0,0,0.0
000815,2026-05-22,8,0,0,0.0
000815,2026-05-22,9,0,0,0.0
000815,2026-05-22,10,0,0,0.0
000815,2026-05-22,11,0,0,0.0
000815,2026-05-22,12,0,0,0.0
000815,2026-05-22,13,0,0,0.0
000815,2026-05-22,14,0,0,0.0
000815,2026-05-22,15,1,2505407068,100.0
000815,2026-05-22,17,1,2505407068,100.0
000856,2026-05-22,1,0,0,0.0
000856,2026-05-22,2,0,0,0.0
000856,2026-05-22,3,0,0,0.0
000856,2026-05-22,4,0,0,0.0
000856,2026-05-22,5,0,0,0.0
000856,2026-05-22,6,0,0,0.0
000856,2026-05-22,7,0,0,0.0
000856,2026-05-22,8,0,0,0.0
000856,2026-05-22,9,0,0,0.0
000856,2026-05-22,10,0,0,0.0
000856,2026-05-22,11,0,0,0.0
000856,2026-05-22,12,0,0,0.0
000856,2026-05-22,13,0,0,0.0
000856,2026-05-22,14,0,0,0.0
000856,2026-05-22,15,1,231800000,100.0
000856,2026-05-22,17,1,231800000,100.0
00400A,2026-05-22,1,9414,2619693,0.17
00400A,2026-05-22,2,64082,158058999,10.31
00400A,2026-05-22,3,19281,170003472,11.09
