stock_id,date,持股分級,人數,持有股數,占集保庫存數比例
000218,2026-07-31,1,0,0,0.0
000218,2026-07-31,2,0,0,0.0
000218,2026-07-31,3,0,0,0.0
000218,2026-07-31,4,0,0,0.0
000218,2026-07-31,5,0,0,0.0
000218,2026-07-31,6,0,0,0.0
000218,2026-07-31,7,0,0,0.0
000218,2026-07-31,8,0,0,0.0
000218,2026-07-31,9,0,0,0.0
000218,2026-07-31,10,0,0,0.0
000218,2026-07-31,11,0,0,0.0
000218,2026-07-31,12,0,0,0.0
000218,2026-07-31,13,0,0,0.0
000218,2026-07-31,14,0,0,0.0
000218,2026-07-31,15,1,422278902,100.0
000218,2026-07-31,17,1,422278902,100.0
000560,2026-07-31,1,0,0,0.0
000560,2026-07-31,2,0,0,0.0
000560,2026-07-31,3,0,0,0.0
000560,2026-07-31,4,0,0,0.0
000560,2026-07-31,5,0,0,0.0
000560,2026-07-31,6,0,0,0.0
000560,2026-07-31,7,0,0,0.0
000560,2026-07-31,8,0,0,0.0
000560,2026-07-31,9,0,0,0.0
000560,2026-07-31,10,0,0,0.0
000560,2026-07-31,11,0,0,0.0
000560,2026-07-31,12,0,0,0.0
000560,2026-07-31,13,0,0,0.0
000560,2026-07-31,14,0,0,0.0
000560,2026-07-31,15,1,29700000,100.0
000560,2026-07-31,17,1,29700000,100.0
000708,2026-07-31,1,0,0,0.0
000708,2026-07-31,2,0,0,0.0
000708,2026-07-31,3,0,0,0.0
000708,2026-07-31,4,0,0,0.0
000708,2026-07-31,5,0,0,0.0
000708,2026-07-31,6,0,0,0.0
000708,2026-07-31,7,0,0,0.0
000708,2026-07-31,8,0,0,0.0
000708,2026-07-31,9,0,0,0.0
000708,2026-07-31,10,0,0,0.0
000708,2026-07-31,11,0,0,0.0
000708,2026-07-31,12,0,0,0.0
000708,2026-07-31,13,0,0,0.0
000708,2026-07-31,14,0,0,0.0
000708,2026-07-31,15,1,20200000,100.0
000708,2026-07-31,17,1,20200000,100.0
000779,2026-07-31,1,0,0,0.0
000779,2026-07-31,2,0,0,0.0
000779,2026-07-31,3,0,0,0.0
000779,2026-07-31,4,0,0,0.0
