stock_id,date,持股分級,人數,持有股數,占集保庫存數比例
000218,2026-07-09,1,0,0,0.0
000218,2026-07-09,2,0,0,0.0
000218,2026-07-09,3,0,0,0.0
000218,2026-07-09,4,0,0,0.0
000218,2026-07-09,5,0,0,0.0
000218,2026-07-09,6,0,0,0.0
000218,2026-07-09,7,0,0,0.0
000218,2026-07-09,8,0,0,0.0
000218,2026-07-09,9,0,0,0.0
000218,2026-07-09,10,0,0,0.0
000218,2026-07-09,11,0,0,0.0
000218,2026-07-09,12,0,0,0.0
000218,2026-07-09,13,0,0,0.0
000218,2026-07-09,14,0,0,0.0
000218,2026-07-09,15,1,422278902,100.0
000218,2026-07-09,17,1,422278902,100.0
000560,2026-07-09,1,0,0,0.0
000560,2026-07-09,2,0,0,0.0
000560,2026-07-09,3,0,0,0.0
000560,2026-07-09,4,0,0,0.0
000560,2026-07-09,5,0,0,0.0
000560,2026-07-09,6,0,0,0.0
000560,2026-07-09,7,0,0,0.0
000560,2026-07-09,8,0,0,0.0
000560,2026-07-09,9,0,0,0.0
000560,2026-07-09,10,0,0,0.0
000560,2026-07-09,11,0,0,0.0
000560,2026-07-09,12,0,0,0.0
000560,2026-07-09,13,0,0,0.0
000560,2026-07-09,14,0,0,0.0
000560,2026-07-09,15,1,29700000,100.0
000560,2026-07-09,17,1,29700000,100.0
000708,2026-07-09,1,0,0,0.0
000708,2026-07-09,2,0,0,0.0
000708,2026-07-09,3,0,0,0.0
000708,2026-07-09,4,0,0,0.0
000708,2026-07-09,5,0,0,0.0
000708,2026-07-09,6,0,0,0.0
000708,2026-07-09,7,0,0,0.0
000708,2026-07-09,8,0,0,0.0
000708,2026-07-09,9,0,0,0.0
000708,2026-07-09,10,0,0,0.0
000708,2026-07-09,11,0,0,0.0
000708,2026-07-09,12,0,0,0.0
000708,2026-07-09,13,0,0,0.0
000708,2026-07-09,14,0,0,0.0
000708,2026-07-09,15,1,20200000,100.0
000708,2026-07-09,17,1,20200000,100.0
000779,2026-07-09,1,0,0,0.0
000779,2026-07-09,2,0,0,0.0
000779,2026-07-09,3,0,0,0.0
000779,2026-07-09,4,0,0,0.0
000779,2026-07-09,5,0,0,0.0
000779,2026-07-09,6,0,0,0.0
000779,2026-07-09,7,0,0,0.0
000779,2026-07-09,8,0,0,0.0
000779,2026-07-09,9,0,0,0.0
000779,2026-07-09,10,0,0,0.0
000779,2026-07-09,11,0,0,0.0
000779,2026-07-09,12,0,0,0.0
000779,2026-07-09,13,0,0,0.0
000779,2026-07-09,14,0,0,0.0
000779,2026-07-09,15,1,1150000000,100.0
000779,2026-07-09,17,1,1150000000,100.0
000815,2026-07-09,1,0,0,0.0
000815,2026-07-09,2,0,0,0.0
000815,2026-07-09,3,0,0,0.0
000815,2026-07-09,4,0,0,0.0
000815,2026-07-09,5,0,0,0.0
000815,2026-07-09,6,0,0,0.0
000815,2026-07-09,7,0,0,0.0
000815,2026-07-09,8,0,0,0.0
000815,2026-07-09,9,0,0,0.0
000815,2026-07-09,10,0,0,0.0
000815,2026-07-09,11,0,0,0.0
000815,2026-07-09,12,0,0,0.0
000815,2026-07-09,13,0,0,0.0
000815,2026-07-09,14,0,0,0.0
000815,2026-07-09,15,1,2505407068,100.0
000815,2026-07-09,17,1,2505407068,100.0
000856,2026-07-09,1,0,0,0.0
000856,2026-07-09,2,0,0,0.0
000856,2026-07-09,3,0,0,0.0
000856,2026-07-09,4,0,0,0.0
000856,2026-07-09,5,0,0,0.0
000856,2026-07-09,6,0,0,0.0
000856,2026-07-09,7,0,0,0.0
000856,2026-07-09,8,0,0,0.0
000856,2026-07-09,9,0,0,0.0
000856,2026-07-09,10,0,0,0.0
000856,2026-07-09,11,0,0,0.0
000856,2026-07-09,12,0,0,0.0
000856,2026-07-09,13,0,0,0.0
000856,2026-07-09,14,0,0,0.0
000856,2026-07-09,15,1,231800000,100.0
000856,2026-07-09,17,1,231800000,100.0
00400A,2026-07-09,1,11887,3334260,0.18
00400A,2026-07-09,2,72686,176904177,9.97
00400A,2026-07-09,3,21862,190265147,10.73
00400A,2026-07-09,4,6593,86989222,4.9
00400A,2026-07-09,5,6647,127792629,7.2
00400A,2026-07-09,6,5416,145900446,8.22
00400A,2026-07-09,7,2405,88348377,4.98
00400A,2026-07-09,8,2641,127677168,7.2
00400A,2026-07-09,9,3608,278495225,15.7
00400A,2026-07-09,10,1375,201282809,11.35
00400A,2026-07-09,11,421,118299796,6.67
00400A,2026-07-09,12,93,45910897,2.58
00400A,2026-07-09,13,30,21139599,1.19
00400A,2026-07-09,14,20,18384000,1.03
00400A,2026-07-09,15,45,148410248,8.36
00400A,2026-07-09,17,135729,1773140000,100.0
00401A,2026-07-09,1,1392,347162,0.14
00401A,2026-07-09,2,10042,24285823,10.08
00401A,2026-07-09,3,3006,27121296,11.25
00401A,2026-07-09,4,633,8475782,3.51
00401A,2026-07-09,5,891,17378787,7.21
00401A,2026-07-09,6,579,16121246,6.69
00401A,2026-07-09,7,210,7855266,3.26
00401A,2026-07-09,8,380,18711150,7.76
00401A,2026-07-09,9,390,32162041,13.35
00401A,2026-07-09,10,107,16600500,6.89
00401A,2026-07-09,11,30,9043000,3.75
00401A,2026-07-09,12,8,3809000,1.58
00401A,2026-07-09,13,0,0,0.0
00401A,2026-07-09,14,3,2752000,1.14
00401A,2026-07-09,15,14,56231947,23.34
00401A,2026-07-09,17,17685,240895000,100.0
00402A,2026-07-09,1,2175,607418,0.07
00402A,2026-07-09,2,29336,76205905,9.8
00402A,2026-07-09,3,9973,89538156,11.52
00402A,2026-07-09,4,2516,33613043,4.32
00402A,2026-07-09,5,3115,60903236,7.83
00402A,2026-07-09,6,2322,64316472,8.27
00402A,2026-07-09,7,714,26632870,3.42
00402A,2026-07-09,8,1226,60497290,7.78
00402A,2026-07-09,9,1320,110066327,14.16
00402A,2026-07-09,10,463,71665801,9.22
00402A,2026-07-09,11,161,46830566,6.02
00402A,2026-07-09,12,70,35647906,4.58
00402A,2026-07-09,13,13,9498000,1.22
00402A,2026-07-09,14,12,11840000,1.52
00402A,2026-07-09,15,20,79264010,10.19
00402A,2026-07-09,17,53436,777127000,100.0
00403A,2026-07-09,1,58235,17096849,0.11
00403A,2026-07-09,2,504929,1297814579,8.37
00403A,2026-07-09,3,176322,1533824228,9.89
00403A,2026-07-09,4,56918,755598930,4.87
00403A,2026-07-09,5,58627,1130303373,7.29
00403A,2026-07-09,6,47865,1293178423,8.34
