stock_id,date,持股分級,人數,持有股數,占集保庫存數比例
000218,2026-07-24,1,0,0,0.0
000218,2026-07-24,2,0,0,0.0
000218,2026-07-24,3,0,0,0.0
000218,2026-07-24,4,0,0,0.0
000218,2026-07-24,5,0,0,0.0
000218,2026-07-24,6,0,0,0.0
000218,2026-07-24,7,0,0,0.0
000218,2026-07-24,8,0,0,0.0
000218,2026-07-24,9,0,0,0.0
000218,2026-07-24,10,0,0,0.0
000218,2026-07-24,11,0,0,0.0
000218,2026-07-24,12,0,0,0.0
000218,2026-07-24,13,0,0,0.0
000218,2026-07-24,14,0,0,0.0
000218,2026-07-24,15,1,422278902,100.0
000218,2026-07-24,17,1,422278902,100.0
000560,2026-07-24,1,0,0,0.0
000560,2026-07-24,2,0,0,0.0
000560,2026-07-24,3,0,0,0.0
000560,2026-07-24,4,0,0,0.0
000560,2026-07-24,5,0,0,0.0
000560,2026-07-24,6,0,0,0.0
000560,2026-07-24,7,0,0,0.0
000560,2026-07-24,8,0,0,0.0
000560,2026-07-24,9,0,0,0.0
000560,2026-07-24,10,0,0,0.0
000560,2026-07-24,11,0,0,0.0
000560,2026-07-24,12,0,0,0.0
000560,2026-07-24,13,0,0,0.0
000560,2026-07-24,14,0,0,0.0
000560,2026-07-24,15,1,29700000,100.0
000560,2026-07-24,17,1,29700000,100.0
000708,2026-07-24,1,0,0,0.0
000708,2026-07-24,2,0,0,0.0
000708,2026-07-24,3,0,0,0.0
000708,2026-07-24,4,0,0,0.0
000708,2026-07-24,5,0,0,0.0
000708,2026-07-24,6,0,0,0.0
000708,2026-07-24,7,0,0,0.0
000708,2026-07-24,8,0,0,0.0
000708,2026-07-24,9,0,0,0.0
000708,2026-07-24,10,0,0,0.0
000708,2026-07-24,11,0,0,0.0
000708,2026-07-24,12,0,0,0.0
000708,2026-07-24,13,0,0,0.0
000708,2026-07-24,14,0,0,0.0
000708,2026-07-24,15,1,20200000,100.0
000708,2026-07-24,17,1,20200000,100.0
000779,2026-07-24,1,0,0,0.0
000779,2026-07-24,2,0,0,0.0
000779,2026-07-24,3,0,0,0.0
000779,2026-07-24,4,0,0,0.0
000779,2026-07-24,5,0,0,0.0
000779,2026-07-24,6,0,0,0.0
000779,2026-07-24,7,0,0,0.0
000779,2026-07-24,8,0,0,0.0
000779,2026-07-24,9,0,0,0.0
000779,2026-07-24,10,0,0,0.0
000779,2026-07-24,11,0,0,0.0
000779,2026-07-24,12,0,0,0.0
000779,2026-07-24,13,0,0,0.0
000779,2026-07-24,14,0,0,0.0
000779,2026-07-24,15,1,1150000000,100.0
000779,2026-07-24,17,1,1150000000,100.0
000815,2026-07-24,1,0,0,0.0
000815,2026-07-24,2,0,0,0.0
000815,2026-07-24,3,0,0,0.0
000815,2026-07-24,4,0,0,0.0
000815,2026-07-24,5,0,0,0.0
000815,2026-07-24,6,0,0,0.0
000815,2026-07-24,7,0,0,0.0
000815,2026-07-24,8,0,0,0.0
000815,2026-07-24,9,0,0,0.0
000815,2026-07-24,10,0,0,0.0
000815,2026-07-24,11,0,0,0.0
000815,2026-07-24,12,0,0,0.0
000815,2026-07-24,13,0,0,0.0
000815,2026-07-24,14,0,0,0.0
000815,2026-07-24,15,1,2505407068,100.0
000815,2026-07-24,17,1,2505407068,100.0
000856,2026-07-24,1,0,0,0.0
000856,2026-07-24,2,0,0,0.0
000856,2026-07-24,3,0,0,0.0
000856,2026-07-24,4,0,0,0.0
000856,2026-07-24,5,0,0,0.0
000856,2026-07-24,6,0,0,0.0
000856,2026-07-24,7,0,0,0.0
000856,2026-07-24,8,0,0,0.0
000856,2026-07-24,9,0,0,0.0
000856,2026-07-24,10,0,0,0.0
000856,2026-07-24,11,0,0,0.0
000856,2026-07-24,12,0,0,0.0
000856,2026-07-24,13,0,0,0.0
000856,2026-07-24,14,0,0,0.0
000856,2026-07-24,15,1,231800000,100.0
000856,2026-07-24,17,1,231800000,100.0
00400A,2026-07-24,1,11935,3418711,0.17
00400A,2026-07-24,2,71778,175560114,9.08
00400A,2026-07-24,3,22243,192428259,9.95
00400A,2026-07-24,4,7055,92864405,4.8
00400A,2026-07-24,5,6847,131168762,6.78
00400A,2026-07-24,6,5740,153647211,7.95
00400A,2026-07-24,7,2701,98788073,5.11
00400A,2026-07-24,8,2736,131847355,6.82
00400A,2026-07-24,9,3959,303015542,15.67
00400A,2026-07-24,10,1515,221183313,11.44
00400A,2026-07-24,11,442,125702727,6.5
00400A,2026-07-24,12,106,51907259,2.68
00400A,2026-07-24,13,31,21750599,1.12
00400A,2026-07-24,14,23,21439498,1.1
00400A,2026-07-24,15,51,207918172,10.75
00400A,2026-07-24,17,137162,1932640000,100.0
00401A,2026-07-24,1,1383,349570,0.15
00401A,2026-07-24,2,9809,23757193,10.31
00401A,2026-07-24,3,2922,26261234,11.39
00401A,2026-07-24,4,635,8470897,3.67
00401A,2026-07-24,5,869,16906607,7.33
00401A,2026-07-24,6,580,16071340,6.97
00401A,2026-07-24,7,207,7714006,3.34
00401A,2026-07-24,8,353,17382150,7.54
00401A,2026-07-24,9,375,30864917,13.39
00401A,2026-07-24,10,102,15728465,6.82
00401A,2026-07-24,11,34,9723000,4.22
00401A,2026-07-24,12,9,4162493,1.8
00401A,2026-07-24,13,0,0,0.0
00401A,2026-07-24,14,4,3645119,1.58
00401A,2026-07-24,15,14,49358009,21.42
00401A,2026-07-24,17,17296,230395000,100.0
00402A,2026-07-24,1,2193,613519,0.08
00402A,2026-07-24,2,27731,71930797,9.71
00402A,2026-07-24,3,9461,84883387,11.46
00402A,2026-07-24,4,2405,31991495,4.32
00402A,2026-07-24,5,2970,57997626,7.83
00402A,2026-07-24,6,2169,59910330,8.09
00402A,2026-07-24,7,707,26343234,3.55
00402A,2026-07-24,8,1159,57222327,7.73
00402A,2026-07-24,9,1278,106125701,14.33
00402A,2026-07-24,10,437,67828151,9.16
00402A,2026-07-24,11,148,43276638,5.84
00402A,2026-07-24,12,65,32737894,4.42
00402A,2026-07-24,13,14,10205002,1.37
00402A,2026-07-24,14,12,11682000,1.57
00402A,2026-07-24,15,18,77378899,10.45
00402A,2026-07-24,17,50767,740127000,100.0
00403A,2026-07-24,1,57187,17134044,0.1
00403A,2026-07-24,2,500225,1296303226,7.69
00403A,2026-07-24,3,183269,1580542706,9.38
00403A,2026-07-24,4,63817,844069466,5.0
00403A,2026-07-24,5,62418,1197651101,7.1
00403A,2026-07-24,6,53174,1427103363,8.47
00403A,2026-07-24,7,24413,897289372,5.32
00403A,2026-07-24,8,23648,1141424020,6.77
00403A,2026-07-24,9,34916,2677514621,15.89
00403A,2026-07-24,10,13327,1937899251,11.5
00403A,2026-07-24,11,4245,1202699699,7.13
00403A,2026-07-24,12,1035,514991924,3.05
00403A,2026-07-24,13,300,213336298,1.26
00403A,2026-07-24,14,235,222483000,1.32
00403A,2026-07-24,15,358,1677576909,9.95
00403A,2026-07-24,17,1022567,16848019000,100.0
00404A,2026-07-24,1,1100,304910,0.08
00404A,2026-07-24,2,12753,33286256,9.13
00404A,2026-07-24,3,4706,42474834,11.65
00404A,2026-07-24,4,1114,14879685,4.08
00404A,2026-07-24,5,1498,29267340,8.03
00404A,2026-07-24,6,1030,28324343,7.77
00404A,2026-07-24,7,361,13352255,3.66
00404A,2026-07-24,8,576,28296170,7.76
00404A,2026-07-24,9,561,45317999,12.43
00404A,2026-07-24,10,182,28067835,7.7
00404A,2026-07-24,11,42,12639754,3.46
00404A,2026-07-24,12,16,8125000,2.23
00404A,2026-07-24,13,2,1325020,0.36
00404A,2026-07-24,14,2,2000000,0.54
00404A,2026-07-24,15,14,76633599,21.03
00404A,2026-07-24,17,23957,364295000,100.0
00405A,2026-07-24,1,6502,1954820,0.05
00405A,2026-07-24,2,71818,189961949,5.75
00405A,2026-07-24,3,30021,259857782,7.87
00405A,2026-07-24,4,10960,145668084,4.41
00405A,2026-07-24,5,11492,220467986,6.68
00405A,2026-07-24,6,9995,269752124,8.17
00405A,2026-07-24,7,4548,167252404,5.06
00405A,2026-07-24,8,4844,234621753,7.1
00405A,2026-07-24,9,7076,548133657,16.6
00405A,2026-07-24,10,2826,415291194,12.58
00405A,2026-07-24,11,941,268898138,8.14
00405A,2026-07-24,12,202,101049000,3.06
00405A,2026-07-24,13,82,57204688,1.73
00405A,2026-07-24,14,54,51764000,1.56
00405A,2026-07-24,15,102,368367421,11.16
00405A,2026-07-24,17,161463,3300245000,100.0
00406A,2026-07-24,1,2123,597887,0.05
00406A,2026-07-24,2,25120,66674342,5.8
00406A,2026-07-24,3,10553,94191577,8.2
00406A,2026-07-24,4,3138,41732356,3.63
00406A,2026-07-24,5,3918,76076893,6.62
00406A,2026-07-24,6,3144,85885700,7.48
00406A,2026-07-24,7,1315,48397053,4.21
00406A,2026-07-24,8,1717,83692009,7.28
00406A,2026-07-24,9,2483,197058177,17.16
00406A,2026-07-24,10,1057,156975952,13.67
00406A,2026-07-24,11,346,99051235,8.62
00406A,2026-07-24,12,119,59729000,5.2
00406A,2026-07-24,13,33,22880000,1.99
00406A,2026-07-24,14,16,15302000,1.33
00406A,2026-07-24,15,44,111480050,9.71
00406A,2026-07-24,17,55126,1148062000,100.0
00407A,2026-07-24,1,7127,2174762,0.07
00407A,2026-07-24,2,77599,202877842,6.73
00407A,2026-07-24,3,29946,258997884,8.59
00407A,2026-07-24,4,10535,139696534,4.63
00407A,2026-07-24,5,10252,196785553,6.53
00407A,2026-07-24,6,9008,242051234,8.03
00407A,2026-07-24,7,4048,148725368,4.93
00407A,2026-07-24,8,3947,190871388,6.33
00407A,2026-07-24,9,6100,469133604,15.57
00407A,2026-07-24,10,2421,354945610,11.78
00407A,2026-07-24,11,858,245594891,8.15
00407A,2026-07-24,12,221,110952959,3.68
00407A,2026-07-24,13,70,50211202,1.66
00407A,2026-07-24,14,46,44303000,1.47
00407A,2026-07-24,15,88,354417169,11.76
00407A,2026-07-24,17,162266,3011739000,100.0
00408A,2026-07-24,1,415,91605,0.05
00408A,2026-07-24,2,4701,12023405,7.17
00408A,2026-07-24,3,1539,14229288,8.48
00408A,2026-07-24,4,280,3792396,2.26
00408A,2026-07-24,5,566,11169599,6.66
00408A,2026-07-24,6,317,8917257,5.31
00408A,2026-07-24,7,100,3756250,2.24
00408A,2026-07-24,8,272,13438000,8.01
00408A,2026-07-24,9,275,24277200,14.48
00408A,2026-07-24,10,90,15572000,9.28
00408A,2026-07-24,11,31,9105000,5.43
00408A,2026-07-24,12,15,7720000,4.6
00408A,2026-07-24,13,2,1416000,0.84
00408A,2026-07-24,14,11,10601661,6.32
00408A,2026-07-24,15,11,31524339,18.8
00408A,2026-07-24,17,8625,167634000,100.0
0050  ,2026-07-24,1,1472082,417868872,1.93
0050  ,2026-07-24,2,1302312,2956630651,13.68
0050  ,2026-07-24,3,320143,2354652133,10.89
0050  ,2026-07-24,4,128876,1595678210,7.38
0050  ,2026-07-24,5,70283,1242963118,5.75
0050  ,2026-07-24,6,64740,1596398995,7.38
0050  ,2026-07-24,7,31057,1086529633,5.02
0050  ,2026-07-24,8,17141,774698827,3.58
0050  ,2026-07-24,9,28284,1941630837,8.98
0050  ,2026-07-24,10,9174,1231119093,5.69
0050  ,2026-07-24,11,2370,636707234,2.94
0050  ,2026-07-24,12,434,209562836,0.96
0050  ,2026-07-24,13,138,95761730,0.44
0050  ,2026-07-24,14,58,52264854,0.24
0050  ,2026-07-24,15,263,5412032977,25.05
