date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260402,1,1-999,128,"24,526",0.33,00781B
20260402,2,"1,000-5,000",380,"907,883",12.37,00781B
20260402,3,"5,001-10,000",78,"629,069",8.57,00781B
20260402,4,"10,001-15,000",37,"488,452",6.65,00781B
20260402,5,"15,001-20,000",11,"209,000",2.84,00781B
20260402,6,"20,001-30,000",15,"394,600",5.37,00781B
20260402,7,"30,001-40,000",12,"418,000",5.69,00781B
20260402,8,"40,001-50,000",5,"231,000",3.14,00781B
20260402,9,"50,001-100,000",7,"452,000",6.16,00781B
20260402,10,"100,001-200,000",3,"424,000",5.77,00781B
20260402,11,"200,001-400,000",2,"500,470",6.82,00781B
20260402,12,"400,001-600,000",1,"427,000",5.82,00781B
20260402,13,"600,001-800,000",1,"730,000",9.95,00781B
20260402,14,"800,001-1,000,000",0,0,0.00,00781B
20260402,15,"1,000,001以上",1,"1,500,000",20.44,00781B
20260402,16,合　計,681,"7,336,000",100.00,00781B
20260327,1,1-999,127,"23,238",0.31,00781B
20260327,2,"1,000-5,000",381,"901,932",12.29,00781B
20260327,3,"5,001-10,000",78,"628,765",8.57,00781B
20260327,4,"10,001-15,000",40,"526,452",7.17,00781B
20260327,5,"15,001-20,000",12,"229,000",3.12,00781B
20260327,6,"20,001-30,000",14,"369,600",5.03,00781B
20260327,7,"30,001-40,000",14,"480,000",6.54,00781B
20260327,8,"40,001-50,000",5,"232,000",3.16,00781B
20260327,9,"50,001-100,000",8,"531,304",7.24,00781B
20260327,10,"100,001-200,000",3,"420,000",5.72,00781B
20260327,11,"200,001-400,000",2,"495,709",6.75,00781B
20260327,12,"400,001-600,000",2,"998,000",13.60,00781B
20260327,13,"600,001-800,000",0,0,0.00,00781B
20260327,14,"800,001-1,000,000",0,0,0.00,00781B
20260327,15,"1,000,001以上",1,"1,500,000",20.44,00781B
20260327,16,合　計,687,"7,336,000",100.00,00781B
20260320,1,1-999,129,"24,148",0.32,00781B
20260320,2,"1,000-5,000",383,"900,002",12.26,00781B
20260320,3,"5,001-10,000",78,"627,405",8.55,00781B
20260320,4,"10,001-15,000",40,"523,380",7.13,00781B
20260320,5,"15,001-20,000",12,"227,000",3.09,00781B
