date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260402,1,1-999,348,"89,901",0.03,00984B
20260402,2,"1,000-5,000","2,123","5,345,345",2.02,00984B
20260402,3,"5,001-10,000",944,"8,250,920",3.12,00984B
20260402,4,"10,001-15,000",364,"4,820,989",1.82,00984B
20260402,5,"15,001-20,000",369,"7,049,239",2.67,00984B
20260402,6,"20,001-30,000",388,"10,325,970",3.91,00984B
20260402,7,"30,001-40,000",223,"8,210,510",3.11,00984B
20260402,8,"40,001-50,000",182,"8,724,080",3.30,00984B
20260402,9,"50,001-100,000",451,"34,057,161",12.90,00984B
20260402,10,"100,001-200,000",206,"29,519,826",11.18,00984B
20260402,11,"200,001-400,000",85,"24,178,025",9.16,00984B
20260402,12,"400,001-600,000",22,"10,841,086",4.10,00984B
20260402,13,"600,001-800,000",10,"6,935,000",2.62,00984B
20260402,14,"800,001-1,000,000",12,"10,731,000",4.06,00984B
20260402,15,"1,000,001以上",15,"94,853,948",35.93,00984B
20260402,16,合　計,"5,742","263,933,000",100.00,00984B
20260327,1,1-999,350,"90,095",0.03,00984B
20260327,2,"1,000-5,000","2,174","5,462,282",2.20,00984B
20260327,3,"5,001-10,000",973,"8,454,321",3.40,00984B
20260327,4,"10,001-15,000",376,"5,016,647",2.02,00984B
20260327,5,"15,001-20,000",385,"7,340,242",2.96,00984B
20260327,6,"20,001-30,000",394,"10,459,555",4.21,00984B
20260327,7,"30,001-40,000",240,"8,852,785",3.57,00984B
20260327,8,"40,001-50,000",184,"8,825,580",3.55,00984B
20260327,9,"50,001-100,000",464,"34,919,078",14.08,00984B
20260327,10,"100,001-200,000",218,"31,209,826",12.58,00984B
20260327,11,"200,001-400,000",88,"24,912,052",10.04,00984B
20260327,12,"400,001-600,000",24,"11,707,086",4.72,00984B
20260327,13,"600,001-800,000",11,"7,560,000",3.04,00984B
20260327,14,"800,001-1,000,000",11,"9,817,000",3.95,00984B
20260327,15,"1,000,001以上",15,"73,306,451",29.56,00984B
20260327,16,合　計,"5,907","247,933,000",100.00,00984B
20260320,1,1-999,358,"90,018",0.03,00984B
20260320,2,"1,000-5,000","2,209","5,534,681",2.25,00984B
20260320,3,"5,001-10,000","1,043","9,088,410",3.69,00984B
20260320,4,"10,001-15,000",386,"5,152,678",2.09,00984B
20260320,5,"15,001-20,000",394,"7,521,809",3.05,00984B
20260320,6,"20,001-30,000",418,"11,143,446",4.53,00984B
20260320,7,"30,001-40,000",244,"8,995,266",3.65,00984B
