date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260904,1,1-999,68,"9,450",0.37,00793B
20260904,2,"1,000-5,000",165,"313,305",12.40,00793B
20260904,3,"5,001-10,000",27,"222,567",8.81,00793B
20260904,4,"10,001-15,000",8,"107,195",4.24,00793B
20260904,5,"15,001-20,000",9,"161,390",6.38,00793B
20260904,6,"20,001-30,000",3,"73,000",2.88,00793B
20260904,7,"30,001-40,000",2,"71,000",2.81,00793B
20260904,8,"40,001-50,000",1,"45,000",1.78,00793B
20260904,9,"50,001-100,000",3,"182,000",7.20,00793B
20260904,10,"100,001-200,000",0,0,0.00,00793B
20260904,11,"200,001-400,000",2,"729,589",28.88,00793B
20260904,12,"400,001-600,000",0,0,0.00,00793B
20260904,13,"600,001-800,000",1,"611,504",24.20,00793B
20260904,14,"800,001-1,000,000",0,0,0.00,00793B
20260904,15,"1,000,001以上",0,0,0.00,00793B
20260904,16,合　計,289,"2,526,000",100.00,00793B
20260828,1,1-999,83,"13,484",0.53,00793B
20260828,2,"1,000-5,000",202,"384,432",15.21,00793B
20260828,3,"5,001-10,000",37,"307,573",12.17,00793B
20260828,4,"10,001-15,000",13,"172,195",6.81,00793B
20260828,5,"15,001-20,000",9,"164,000",6.49,00793B
20260828,6,"20,001-30,000",5,"113,390",4.48,00793B
20260828,7,"30,001-40,000",2,"71,000",2.81,00793B
20260828,8,"40,001-50,000",2,"95,000",3.76,00793B
20260828,9,"50,001-100,000",4,"241,000",9.54,00793B
20260828,10,"100,001-200,000",0,0,0.00,00793B
20260828,11,"200,001-400,000",3,"963,926",38.16,00793B
20260828,12,"400,001-600,000",0,0,0.00,00793B
20260828,13,"600,001-800,000",0,0,0.00,00793B
20260828,14,"800,001-1,000,000",0,0,0.00,00793B
20260828,15,"1,000,001以上",0,0,0.00,00793B
20260828,16,合　計,360,"2,526,000",100.00,00793B
20260821,1,1-999,89,"15,324",0.60,00793B
20260821,2,"1,000-5,000",222,"420,856",16.66,00793B
20260821,3,"5,001-10,000",39,"324,573",12.84,00793B
20260821,4,"10,001-15,000",13,"172,195",6.81,00793B
20260821,5,"15,001-20,000",9,"164,000",6.49,00793B
20260821,6,"20,001-30,000",5,"113,390",4.48,00793B
20260821,7,"30,001-40,000",2,"71,000",2.81,00793B
20260821,8,"40,001-50,000",3,"137,000",5.42,00793B
20260821,9,"50,001-100,000",4,"261,000",10.33,00793B
20260821,10,"100,001-200,000",0,0,0.00,00793B
20260821,11,"200,001-400,000",3,"846,662",33.51,00793B
20260821,12,"400,001-600,000",0,0,0.00,00793B
20260821,13,"600,001-800,000",0,0,0.00,00793B
20260821,14,"800,001-1,000,000",0,0,0.00,00793B
20260821,15,"1,000,001以上",0,0,0.00,00793B
20260821,16,合　計,389,"2,526,000",100.00,00793B
20260814,1,1-999,89,"15,053",0.59,00793B
