date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260320,1,1-999,151,"31,553",0.08,00983B
20260320,2,"1,000-5,000",591,"1,383,772",3.57,00983B
20260320,3,"5,001-10,000",208,"1,781,303",4.60,00983B
20260320,4,"10,001-15,000",62,"840,681",2.17,00983B
20260320,5,"15,001-20,000",61,"1,178,024",3.04,00983B
20260320,6,"20,001-30,000",61,"1,631,835",4.22,00983B
20260320,7,"30,001-40,000",32,"1,145,572",2.96,00983B
20260320,8,"40,001-50,000",28,"1,369,000",3.54,00983B
20260320,9,"50,001-100,000",63,"4,491,099",11.61,00983B
20260320,10,"100,001-200,000",29,"4,406,000",11.39,00983B
20260320,11,"200,001-400,000",9,"2,572,000",6.65,00983B
20260320,12,"400,001-600,000",4,"1,955,000",5.05,00983B
20260320,13,"600,001-800,000",0,0,0.00,00983B
20260320,14,"800,001-1,000,000",1,"860,000",2.22,00983B
20260320,15,"1,000,001以上",4,"15,007,161",38.82,00983B
20260320,16,合　計,"1,304","38,653,000",100.00,00983B
20260313,1,1-999,144,"27,973",0.08,00983B
20260313,2,"1,000-5,000",597,"1,382,660",4.23,00983B
20260313,3,"5,001-10,000",201,"1,730,165",5.29,00983B
20260313,4,"10,001-15,000",51,"676,557",2.07,00983B
20260313,5,"15,001-20,000",62,"1,180,000",3.61,00983B
20260313,6,"20,001-30,000",64,"1,735,838",5.31,00983B
20260313,7,"30,001-40,000",25,"906,855",2.77,00983B
20260313,8,"40,001-50,000",29,"1,426,000",4.36,00983B
20260313,9,"50,001-100,000",60,"4,288,099",13.13,00983B
20260313,10,"100,001-200,000",30,"4,528,000",13.86,00983B
20260313,11,"200,001-400,000",13,"3,453,000",10.57,00983B
20260313,12,"400,001-600,000",3,"1,427,000",4.37,00983B
20260313,13,"600,001-800,000",1,"635,000",1.94,00983B
20260313,14,"800,001-1,000,000",0,0,0.00,00983B
20260313,15,"1,000,001以上",4,"9,255,853",28.34,00983B
20260313,16,合　計,"1,284","32,653,000",100.00,00983B
20260306,1,1-999,135,"25,973",0.08,00983B
