date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260918,1,1-999,63,"9,980",0.26,00847B
20260918,2,"1,000-5,000",173,"361,580",9.50,00847B
20260918,3,"5,001-10,000",32,"248,997",6.54,00847B
20260918,4,"10,001-15,000",9,"110,000",2.89,00847B
20260918,5,"15,001-20,000",5,"100,000",2.62,00847B
20260918,6,"20,001-30,000",7,"195,000",5.12,00847B
20260918,7,"30,001-40,000",2,"67,000",1.76,00847B
20260918,8,"40,001-50,000",3,"149,000",3.91,00847B
20260918,9,"50,001-100,000",4,"255,000",6.70,00847B
20260918,10,"100,001-200,000",3,"501,000",13.16,00847B
20260918,11,"200,001-400,000",2,"557,443",14.65,00847B
20260918,12,"400,001-600,000",1,"472,000",12.40,00847B
20260918,13,"600,001-800,000",1,"778,000",20.44,00847B
20260918,14,"800,001-1,000,000",0,0,0.00,00847B
20260918,15,"1,000,001以上",0,0,0.00,00847B
20260918,16,合　計,305,"3,805,000",100.00,00847B
20260911,1,1-999,66,"10,833",0.28,00847B
20260911,2,"1,000-5,000",188,"402,465",10.57,00847B
20260911,3,"5,001-10,000",38,"299,997",7.88,00847B
20260911,4,"10,001-15,000",11,"133,000",3.49,00847B
20260911,5,"15,001-20,000",6,"117,000",3.07,00847B
20260911,6,"20,001-30,000",9,"249,000",6.54,00847B
20260911,7,"30,001-40,000",4,"133,000",3.49,00847B
20260911,8,"40,001-50,000",2,"99,000",2.60,00847B
20260911,9,"50,001-100,000",3,"200,000",5.25,00847B
20260911,10,"100,001-200,000",4,"694,000",18.23,00847B
20260911,11,"200,001-400,000",2,"544,705",14.31,00847B
20260911,12,"400,001-600,000",0,0,0.00,00847B
20260911,13,"600,001-800,000",0,0,0.00,00847B
20260911,14,"800,001-1,000,000",1,"922,000",24.23,00847B
20260911,15,"1,000,001以上",0,0,0.00,00847B
20260911,16,合　計,334,"3,805,000",100.00,00847B
20260904,1,1-999,74,"12,221",0.28,00847B
20260904,2,"1,000-5,000",227,"495,886",11.51,00847B
20260904,3,"5,001-10,000",45,"356,397",8.27,00847B
20260904,4,"10,001-15,000",15,"184,000",4.27,00847B
20260904,5,"15,001-20,000",7,"136,000",3.15,00847B
20260904,6,"20,001-30,000",10,"270,000",6.27,00847B
20260904,7,"30,001-40,000",3,"98,000",2.27,00847B
20260904,8,"40,001-50,000",3,"143,000",3.32,00847B
20260904,9,"50,001-100,000",4,"263,000",6.10,00847B
20260904,10,"100,001-200,000",4,"690,000",16.02,00847B
20260904,11,"200,001-400,000",1,"312,496",7.25,00847B
20260904,12,"400,001-600,000",1,"410,000",9.52,00847B
20260904,13,"600,001-800,000",0,0,0.00,00847B
20260904,14,"800,001-1,000,000",1,"934,000",21.69,00847B
20260904,15,"1,000,001以上",0,0,0.00,00847B
20260904,16,合　計,395,"4,305,000",100.00,00847B
20260828,1,1-999,76,"13,525",0.31,00847B
20260828,2,"1,000-5,000",230,"510,773",11.86,00847B
20260828,3,"5,001-10,000",45,"357,397",8.30,00847B
20260828,4,"10,001-15,000",14,"171,000",3.97,00847B
20260828,5,"15,001-20,000",9,"170,660",3.96,00847B
20260828,6,"20,001-30,000",9,"244,000",5.66,00847B
20260828,7,"30,001-40,000",2,"67,000",1.55,00847B
20260828,8,"40,001-50,000",4,"184,839",4.29,00847B
20260828,9,"50,001-100,000",4,"263,000",6.10,00847B
20260828,10,"100,001-200,000",4,"671,000",15.58,00847B
20260828,11,"200,001-400,000",1,"316,806",7.35,00847B
20260828,12,"400,001-600,000",1,"401,000",9.31,00847B
20260828,13,"600,001-800,000",0,0,0.00,00847B
20260828,14,"800,001-1,000,000",1,"934,000",21.69,00847B
20260828,15,"1,000,001以上",0,0,0.00,00847B
20260828,16,合　計,400,"4,305,000",100.00,00847B
20260821,1,1-999,74,"13,424",0.31,00847B
20260821,2,"1,000-5,000",230,"507,623",11.79,00847B
20260821,3,"5,001-10,000",44,"350,397",8.13,00847B
20260821,4,"10,001-15,000",14,"171,000",3.97,00847B
20260821,5,"15,001-20,000",9,"169,660",3.94,00847B
20260821,6,"20,001-30,000",10,"270,000",6.27,00847B
20260821,7,"30,001-40,000",2,"67,000",1.55,00847B
20260821,8,"40,001-50,000",4,"184,839",4.29,00847B
20260821,9,"50,001-100,000",4,"263,000",6.10,00847B
20260821,10,"100,001-200,000",3,"501,000",11.63,00847B
20260821,11,"200,001-400,000",3,"875,057",20.32,00847B
20260821,12,"400,001-600,000",0,0,0.00,00847B
20260821,13,"600,001-800,000",0,0,0.00,00847B
20260821,14,"800,001-1,000,000",1,"932,000",21.64,00847B
20260821,15,"1,000,001以上",0,0,0.00,00847B
20260821,16,合　計,398,"4,305,000",100.00,00847B
20260814,1,1-999,75,"13,374",0.31,00847B
20260814,2,"1,000-5,000",229,"502,321",11.66,00847B
20260814,3,"5,001-10,000",44,"349,197",8.11,00847B
20260814,4,"10,001-15,000",16,"194,332",4.51,00847B
20260814,5,"15,001-20,000",7,"136,328",3.16,00847B
20260814,6,"20,001-30,000",10,"270,000",6.27,00847B
20260814,7,"30,001-40,000",3,"106,839",2.48,00847B
20260814,8,"40,001-50,000",3,"143,000",3.32,00847B
20260814,9,"50,001-100,000",5,"323,000",7.50,00847B
20260814,10,"100,001-200,000",3,"455,000",10.56,00847B
20260814,11,"200,001-400,000",3,"877,609",20.38,00847B
20260814,12,"400,001-600,000",0,0,0.00,00847B
20260814,13,"600,001-800,000",0,0,0.00,00847B
20260814,14,"800,001-1,000,000",1,"934,000",21.69,00847B
20260814,15,"1,000,001以上",0,0,0.00,00847B
20260814,16,合　計,399,"4,305,000",100.00,00847B
20260807,1,1-999,72,"13,239",0.30,00847B
20260807,2,"1,000-5,000",232,"506,904",11.77,00847B
20260807,3,"5,001-10,000",43,"339,197",7.87,00847B
20260807,4,"10,001-15,000",15,"183,332",4.25,00847B
20260807,5,"15,001-20,000",7,"136,328",3.16,00847B
20260807,6,"20,001-30,000",11,"296,000",6.87,00847B
20260807,7,"30,001-40,000",3,"106,839",2.48,00847B
20260807,8,"40,001-50,000",3,"143,000",3.32,00847B
20260807,9,"50,001-100,000",5,"319,000",7.40,00847B
20260807,10,"100,001-200,000",4,"646,000",15.00,00847B
20260807,11,"200,001-400,000",2,"671,161",15.59,00847B
20260807,12,"400,001-600,000",0,0,0.00,00847B
20260807,13,"600,001-800,000",0,0,0.00,00847B
20260807,14,"800,001-1,000,000",1,"944,000",21.92,00847B
20260807,15,"1,000,001以上",0,0,0.00,00847B
20260807,16,合　計,398,"4,305,000",100.00,00847B
20260731,1,1-999,71,"12,882",0.26,00847B
20260731,2,"1,000-5,000",240,"531,901",11.06,00847B
20260731,3,"5,001-10,000",43,"335,997",6.99,00847B
20260731,4,"10,001-15,000",15,"183,332",3.81,00847B
20260731,5,"15,001-20,000",9,"172,328",3.58,00847B
20260731,6,"20,001-30,000",11,"296,000",6.16,00847B
20260731,7,"30,001-40,000",3,"106,839",2.22,00847B
20260731,8,"40,001-50,000",3,"143,000",2.97,00847B
20260731,9,"50,001-100,000",5,"350,000",7.28,00847B
20260731,10,"100,001-200,000",4,"662,000",13.77,00847B
20260731,11,"200,001-400,000",1,"399,721",8.31,00847B
