date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260828,1,1-999,"24,562","811,213",5.52,3095
20260828,2,"1,000-5,000",635,"1,269,206",8.64,3095
20260828,3,"5,001-10,000",76,"546,568",3.72,3095
20260828,4,"10,001-15,000",22,"273,390",1.86,3095
20260828,5,"15,001-20,000",16,"282,709",1.92,3095
20260828,6,"20,001-30,000",15,"343,763",2.34,3095
20260828,7,"30,001-40,000",8,"292,713",1.99,3095
20260828,8,"40,001-50,000",5,"215,975",1.47,3095
20260828,9,"50,001-100,000",14,"923,430",6.29,3095
20260828,10,"100,001-200,000",7,"932,244",6.35,3095
20260828,11,"200,001-400,000",3,"799,447",5.44,3095
20260828,12,"400,001-600,000",2,"988,783",6.73,3095
20260828,13,"600,001-800,000",0,0,0.00,3095
20260828,14,"800,001-1,000,000",1,"919,000",6.26,3095
20260828,15,"1,000,001以上",1,"6,081,559",41.42,3095
20260828,16,合　計,"25,367","14,680,000",100.00,3095
20260821,1,1-999,"24,557","811,874",8.11,3095
20260821,2,"1,000-5,000",635,"1,275,840",12.75,3095
20260821,3,"5,001-10,000",75,"537,568",5.37,3095
20260821,4,"10,001-15,000",22,"271,390",2.71,3095
20260821,5,"15,001-20,000",18,"320,587",3.20,3095
20260821,6,"20,001-30,000",15,"353,585",3.53,3095
20260821,7,"30,001-40,000",8,"290,713",2.90,3095
20260821,8,"40,001-50,000",4,"171,975",1.71,3095
20260821,9,"50,001-100,000",14,"901,430",9.01,3095
20260821,10,"100,001-200,000",7,"956,249",9.56,3095
20260821,11,"200,001-400,000",3,"799,447",7.99,3095
20260821,12,"400,001-600,000",2,"988,783",9.88,3095
20260821,13,"600,001-800,000",0,0,0.00,3095
20260821,14,"800,001-1,000,000",1,"919,000",9.19,3095
20260821,15,"1,000,001以上",1,"1,401,559",14.01,3095
20260821,16,合　計,"25,362","10,000,000",100.00,3095
20260814,1,1-999,"24,528","813,078",8.13,3095
20260814,2,"1,000-5,000",633,"1,271,505",12.71,3095
20260814,3,"5,001-10,000",77,"552,568",5.52,3095
20260814,4,"10,001-15,000",22,"272,406",2.72,3095
20260814,5,"15,001-20,000",17,"298,587",2.98,3095
20260814,6,"20,001-30,000",15,"349,585",3.49,3095
20260814,7,"30,001-40,000",8,"290,713",2.90,3095
20260814,8,"40,001-50,000",4,"171,975",1.71,3095
20260814,9,"50,001-100,000",13,"837,430",8.37,3095
20260814,10,"100,001-200,000",6,"829,244",8.29,3095
20260814,11,"200,001-400,000",4,"1,003,567",10.03,3095
20260814,12,"400,001-600,000",2,"988,783",9.88,3095
20260814,13,"600,001-800,000",0,0,0.00,3095
20260814,14,"800,001-1,000,000",1,"919,000",9.19,3095
20260814,15,"1,000,001以上",1,"1,401,559",14.01,3095
20260814,16,合　計,"25,331","10,000,000",100.00,3095
20260807,1,1-999,"24,521","813,823",8.13,3095
20260807,2,"1,000-5,000",635,"1,269,976",12.69,3095
20260807,3,"5,001-10,000",76,"547,485",5.47,3095
20260807,4,"10,001-15,000",22,"272,406",2.72,3095
20260807,5,"15,001-20,000",17,"298,587",2.98,3095
20260807,6,"20,001-30,000",15,"352,585",3.52,3095
20260807,7,"30,001-40,000",9,"324,713",3.24,3095
20260807,8,"40,001-50,000",4,"171,975",1.71,3095
20260807,9,"50,001-100,000",14,"901,430",9.01,3095
20260807,10,"100,001-200,000",7,"936,231",9.36,3095
20260807,11,"200,001-400,000",3,"801,447",8.01,3095
20260807,12,"400,001-600,000",2,"988,783",9.88,3095
20260807,13,"600,001-800,000",0,0,0.00,3095
20260807,14,"800,001-1,000,000",1,"919,000",9.19,3095
20260807,15,"1,000,001以上",1,"1,401,559",14.01,3095
