date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260430,1,1-999,"56,060","4,031,736",4.94,3661
20260430,2,"1,000-5,000","5,199","8,826,325",10.82,3661
20260430,3,"5,001-10,000",427,"3,129,276",3.83,3661
20260430,4,"10,001-15,000",148,"1,878,749",2.30,3661
20260430,5,"15,001-20,000",78,"1,379,276",1.69,3661
20260430,6,"20,001-30,000",97,"2,429,710",2.97,3661
20260430,7,"30,001-40,000",66,"2,333,015",2.86,3661
20260430,8,"40,001-50,000",28,"1,293,862",1.58,3661
20260430,9,"50,001-100,000",84,"6,034,686",7.40,3661
20260430,10,"100,001-200,000",62,"8,958,006",10.98,3661
20260430,11,"200,001-400,000",39,"11,085,518",13.59,3661
20260430,12,"400,001-600,000",13,"6,700,054",8.21,3661
20260430,13,"600,001-800,000",4,"2,657,042",3.25,3661
20260430,14,"800,001-1,000,000",5,"4,595,962",5.63,3661
20260430,15,"1,000,001以上",11,"16,200,798",19.86,3661
20260430,16,合　計,"62,321","81,534,015",100.00,3661
20260424,1,1-999,"57,228","4,190,200",5.13,3661
20260424,2,"1,000-5,000","5,299","9,045,125",11.09,3661
20260424,3,"5,001-10,000",417,"3,064,084",3.75,3661
20260424,4,"10,001-15,000",149,"1,883,428",2.30,3661
20260424,5,"15,001-20,000",81,"1,440,269",1.76,3661
20260424,6,"20,001-30,000",90,"2,242,700",2.75,3661
20260424,7,"30,001-40,000",65,"2,301,011",2.82,3661
20260424,8,"40,001-50,000",30,"1,378,160",1.69,3661
20260424,9,"50,001-100,000",92,"6,732,477",8.25,3661
20260424,10,"100,001-200,000",62,"8,992,706",11.02,3661
20260424,11,"200,001-400,000",38,"10,668,792",13.08,3661
20260424,12,"400,001-600,000",13,"6,452,641",7.91,3661
20260424,13,"600,001-800,000",4,"2,673,773",3.27,3661
20260424,14,"800,001-1,000,000",5,"4,433,133",5.43,3661
20260424,15,"1,000,001以上",11,"16,042,515",19.67,3661
20260424,16,差異數調整（說明4）,,"-6,999",-0.00,3661
20260424,17,合　計,"63,584","81,534,015",100.00,3661
20260417,1,1-999,"66,533","5,252,931",6.44,3661
20260417,2,"1,000-5,000","6,253","10,678,793",13.09,3661
20260417,3,"5,001-10,000",467,"3,445,447",4.22,3661
20260417,4,"10,001-15,000",154,"1,958,790",2.40,3661
20260417,5,"15,001-20,000",73,"1,293,144",1.58,3661
20260417,6,"20,001-30,000",95,"2,360,733",2.89,3661
20260417,7,"30,001-40,000",69,"2,450,026",3.00,3661
20260417,8,"40,001-50,000",25,"1,148,852",1.40,3661
20260417,9,"50,001-100,000",86,"6,351,909",7.79,3661
20260417,10,"100,001-200,000",61,"8,688,867",10.65,3661
20260417,11,"200,001-400,000",38,"11,020,837",13.51,3661
