date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260320,1,1-999,"24,519","8,340,637",0.10,00679B
20260320,2,"1,000-5,000","125,414","312,481,668",3.99,00679B
20260320,3,"5,001-10,000","46,107","372,958,435",4.76,00679B
20260320,4,"10,001-15,000","20,725","268,661,197",3.43,00679B
20260320,5,"15,001-20,000","16,240","300,072,616",3.83,00679B
20260320,6,"20,001-30,000","17,118","441,741,737",5.64,00679B
20260320,7,"30,001-40,000","10,033","359,997,860",4.60,00679B
20260320,8,"40,001-50,000","6,694","311,878,443",3.98,00679B
20260320,9,"50,001-100,000","12,793","919,202,329",11.75,00679B
20260320,10,"100,001-200,000","5,434","762,966,754",9.75,00679B
20260320,11,"200,001-400,000","1,785","497,984,220",6.36,00679B
20260320,12,"400,001-600,000",406,"200,161,575",2.55,00679B
20260320,13,"600,001-800,000",143,"99,090,251",1.26,00679B
20260320,14,"800,001-1,000,000",84,"75,944,909",0.97,00679B
20260320,15,"1,000,001以上",178,"2,890,709,369",36.95,00679B
20260320,16,合　計,"287,673","7,822,192,000",100.00,00679B
20260313,1,1-999,"24,625","8,385,179",0.10,00679B
20260313,2,"1,000-5,000","126,380","314,643,041",4.01,00679B
20260313,3,"5,001-10,000","46,457","375,728,526",4.79,00679B
20260313,4,"10,001-15,000","20,873","270,466,101",3.45,00679B
20260313,5,"15,001-20,000","16,378","302,612,070",3.86,00679B
20260313,6,"20,001-30,000","17,280","445,946,589",5.69,00679B
20260313,7,"30,001-40,000","10,127","363,460,556",4.64,00679B
20260313,8,"40,001-50,000","6,748","314,384,283",4.01,00679B
20260313,9,"50,001-100,000","12,905","927,279,731",11.83,00679B
20260313,10,"100,001-200,000","5,467","768,159,323",9.80,00679B
20260313,11,"200,001-400,000","1,796","500,773,051",6.39,00679B
20260313,12,"400,001-600,000",407,"200,319,759",2.55,00679B
20260313,13,"600,001-800,000",147,"102,278,335",1.30,00679B
20260313,14,"800,001-1,000,000",83,"75,450,909",0.96,00679B
20260313,15,"1,000,001以上",179,"2,863,304,547",36.55,00679B
20260313,16,合　計,"289,852","7,833,192,000",100.00,00679B
20260306,1,1-999,"24,526","8,361,444",0.10,00679B
20260306,2,"1,000-5,000","127,622","318,010,527",4.00,00679B
20260306,3,"5,001-10,000","47,056","380,661,763",4.79,00679B
20260306,4,"10,001-15,000","21,242","275,358,900",3.46,00679B
20260306,5,"15,001-20,000","16,658","307,650,100",3.87,00679B
20260306,6,"20,001-30,000","17,556","453,049,663",5.70,00679B
20260306,7,"30,001-40,000","10,350","371,570,307",4.67,00679B
20260306,8,"40,001-50,000","6,902","321,598,893",4.05,00679B
20260306,9,"50,001-100,000","13,257","953,182,301",12.00,00679B
20260306,10,"100,001-200,000","5,578","783,440,461",9.86,00679B
20260306,11,"200,001-400,000","1,860","518,233,726",6.52,00679B
20260306,12,"400,001-600,000",422,"207,795,396",2.61,00679B
20260306,13,"600,001-800,000",155,"108,008,723",1.36,00679B
20260306,14,"800,001-1,000,000",86,"77,974,909",0.98,00679B
20260306,15,"1,000,001以上",182,"2,854,800,887",35.95,00679B
20260306,16,差異數調整（說明4）,,"-6,000",-0.00,00679B
20260306,17,合　計,"293,452","7,939,692,000",100.00,00679B
20260226,1,1-999,"24,504","8,378,446",0.10,00679B
