date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260807,1,1-999,173,"33,015",0.18,00842B
20260807,2,"1,000-5,000",412,"971,534",5.31,00842B
20260807,3,"5,001-10,000",121,"1,006,697",5.51,00842B
20260807,4,"10,001-15,000",31,"398,000",2.17,00842B
20260807,5,"15,001-20,000",37,"693,000",3.79,00842B
20260807,6,"20,001-30,000",45,"1,099,846",6.02,00842B
20260807,7,"30,001-40,000",19,"674,329",3.69,00842B
20260807,8,"40,001-50,000",21,"957,000",5.23,00842B
20260807,9,"50,001-100,000",11,"716,000",3.91,00842B
20260807,10,"100,001-200,000",10,"1,434,579",7.85,00842B
20260807,11,"200,001-400,000",6,"1,879,000",10.28,00842B
20260807,12,"400,001-600,000",1,"513,000",2.80,00842B
20260807,13,"600,001-800,000",1,"659,000",3.60,00842B
20260807,14,"800,001-1,000,000",0,0,0.00,00842B
20260807,15,"1,000,001以上",3,"7,232,000",39.59,00842B
20260807,16,合　計,891,"18,267,000",100.00,00842B
20260731,1,1-999,173,"31,964",0.17,00842B
20260731,2,"1,000-5,000",401,"936,461",5.12,00842B
20260731,3,"5,001-10,000",123,"1,001,740",5.48,00842B
20260731,4,"10,001-15,000",32,"413,000",2.26,00842B
20260731,5,"15,001-20,000",37,"684,000",3.74,00842B
20260731,6,"20,001-30,000",45,"1,114,846",6.10,00842B
20260731,7,"30,001-40,000",19,"684,934",3.74,00842B
20260731,8,"40,001-50,000",18,"822,000",4.49,00842B
20260731,9,"50,001-100,000",12,"823,000",4.50,00842B
20260731,10,"100,001-200,000",8,"1,118,000",6.12,00842B
20260731,11,"200,001-400,000",6,"1,885,000",10.31,00842B
20260731,12,"400,001-600,000",2,"863,055",4.72,00842B
20260731,13,"600,001-800,000",1,"657,000",3.59,00842B
20260731,14,"800,001-1,000,000",0,0,0.00,00842B
20260731,15,"1,000,001以上",3,"7,232,000",39.59,00842B
20260731,16,合　計,880,"18,267,000",100.00,00842B
20260724,1,1-999,172,"31,109",0.17,00842B
20260724,2,"1,000-5,000",408,"952,226",5.35,00842B
20260724,3,"5,001-10,000",128,"1,047,625",5.89,00842B
20260724,4,"10,001-15,000",32,"415,000",2.33,00842B
20260724,5,"15,001-20,000",44,"812,000",4.57,00842B
20260724,6,"20,001-30,000",42,"1,032,981",5.81,00842B
20260724,7,"30,001-40,000",19,"685,934",3.86,00842B
20260724,8,"40,001-50,000",17,"772,000",4.34,00842B
20260724,9,"50,001-100,000",15,"1,029,125",5.79,00842B
20260724,10,"100,001-200,000",8,"1,217,000",6.84,00842B
20260724,11,"200,001-400,000",5,"1,522,000",8.56,00842B
20260724,12,"400,001-600,000",1,"408,000",2.29,00842B
20260724,13,"600,001-800,000",1,"607,000",3.41,00842B
20260724,14,"800,001-1,000,000",0,0,0.00,00842B
20260724,15,"1,000,001以上",3,"7,235,000",40.72,00842B
20260724,16,合　計,895,"17,767,000",100.00,00842B
20260717,1,1-999,165,"27,034",0.15,00842B
20260717,2,"1,000-5,000",402,"946,888",5.48,00842B
20260717,3,"5,001-10,000",119,"967,022",5.60,00842B
20260717,4,"10,001-15,000",31,"408,000",2.36,00842B
20260717,5,"15,001-20,000",41,"746,000",4.32,00842B
20260717,6,"20,001-30,000",44,"1,087,976",6.30,00842B
20260717,7,"30,001-40,000",16,"576,540",3.33,00842B
20260717,8,"40,001-50,000",16,"721,909",4.18,00842B
20260717,9,"50,001-100,000",15,"937,000",5.42,00842B
20260717,10,"100,001-200,000",8,"1,214,000",7.03,00842B
20260717,11,"200,001-400,000",5,"1,384,631",8.01,00842B
20260717,12,"400,001-600,000",1,"408,000",2.36,00842B
20260717,13,"600,001-800,000",1,"607,000",3.51,00842B
20260717,14,"800,001-1,000,000",0,0,0.00,00842B
20260717,15,"1,000,001以上",3,"7,235,000",41.90,00842B
20260717,16,合　計,867,"17,267,000",100.00,00842B
20260709,1,1-999,152,"26,003",0.16,00842B
20260709,2,"1,000-5,000",386,"907,215",5.75,00842B
20260709,3,"5,001-10,000",108,"870,569",5.52,00842B
20260709,4,"10,001-15,000",36,"481,955",3.05,00842B
20260709,5,"15,001-20,000",36,"666,200",4.22,00842B
20260709,6,"20,001-30,000",33,"834,000",5.28,00842B
20260709,7,"30,001-40,000",19,"674,149",4.27,00842B
20260709,8,"40,001-50,000",16,"727,909",4.61,00842B
20260709,9,"50,001-100,000",8,"463,000",2.93,00842B
20260709,10,"100,001-200,000",7,"1,124,000",7.12,00842B
20260709,11,"200,001-400,000",3,"755,000",4.78,00842B
20260709,12,"400,001-600,000",2,"1,003,000",6.36,00842B
20260709,13,"600,001-800,000",0,0,0.00,00842B
20260709,14,"800,001-1,000,000",0,0,0.00,00842B
20260709,15,"1,000,001以上",3,"7,234,000",45.88,00842B
20260709,16,合　計,809,"15,767,000",100.00,00842B
20260703,1,1-999,147,"26,301",0.16,00842B
20260703,2,"1,000-5,000",370,"856,049",5.42,00842B
20260703,3,"5,001-10,000",101,"807,567",5.12,00842B
20260703,4,"10,001-15,000",34,"448,000",2.84,00842B
20260703,5,"15,001-20,000",36,"658,404",4.17,00842B
20260703,6,"20,001-30,000",31,"783,000",4.96,00842B
20260703,7,"30,001-40,000",18,"646,770",4.10,00842B
20260703,8,"40,001-50,000",14,"636,909",4.03,00842B
20260703,9,"50,001-100,000",8,"464,000",2.94,00842B
20260703,10,"100,001-200,000",9,"1,448,000",9.18,00842B
20260703,11,"200,001-400,000",3,"755,000",4.78,00842B
20260703,12,"400,001-600,000",2,"1,003,000",6.36,00842B
20260703,13,"600,001-800,000",0,0,0.00,00842B
20260703,14,"800,001-1,000,000",0,0,0.00,00842B
20260703,15,"1,000,001以上",3,"7,234,000",45.88,00842B
20260703,16,合　計,776,"15,767,000",100.00,00842B
20260626,1,1-999,148,"25,651",0.16,00842B
20260626,2,"1,000-5,000",366,"836,251",5.30,00842B
20260626,3,"5,001-10,000",113,"903,925",5.73,00842B
20260626,4,"10,001-15,000",33,"443,000",2.80,00842B
20260626,5,"15,001-20,000",33,"605,636",3.84,00842B
20260626,6,"20,001-30,000",29,"720,000",4.56,00842B
20260626,7,"30,001-40,000",15,"520,391",3.30,00842B
20260626,8,"40,001-50,000",13,"588,000",3.72,00842B
20260626,9,"50,001-100,000",8,"527,000",3.34,00842B
20260626,10,"100,001-200,000",9,"1,468,146",9.31,00842B
20260626,11,"200,001-400,000",2,"551,000",3.49,00842B
20260626,12,"400,001-600,000",3,"1,343,000",8.51,00842B
20260626,13,"600,001-800,000",0,0,0.00,00842B
20260626,14,"800,001-1,000,000",0,0,0.00,00842B
20260626,15,"1,000,001以上",3,"7,235,000",45.88,00842B
20260626,16,合　計,775,"15,767,000",100.00,00842B
20260618,1,1-999,144,"25,257",0.15,00842B
20260618,2,"1,000-5,000",371,"844,654",5.19,00842B
20260618,3,"5,001-10,000",115,"931,921",5.72,00842B
20260618,4,"10,001-15,000",30,"398,000",2.44,00842B
20260618,5,"15,001-20,000",34,"624,914",3.84,00842B
20260618,6,"20,001-30,000",28,"690,000",4.24,00842B
20260618,7,"30,001-40,000",14,"486,005",2.98,00842B
20260618,8,"40,001-50,000",12,"546,000",3.35,00842B
20260618,9,"50,001-100,000",10,"645,000",3.96,00842B
20260618,10,"100,001-200,000",10,"1,631,000",10.02,00842B
20260618,11,"200,001-400,000",4,"1,051,010",6.46,00842B
