date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260911,1,1-999,"19,480","1,776,281",1.95,3167
20260911,2,"1,000-5,000","5,630","8,842,610",9.71,3167
20260911,3,"5,001-10,000",336,"2,574,530",2.82,3167
20260911,4,"10,001-15,000",111,"1,364,496",1.49,3167
20260911,5,"15,001-20,000",65,"1,171,835",1.28,3167
20260911,6,"20,001-30,000",86,"2,077,377",2.28,3167
20260911,7,"30,001-40,000",42,"1,482,378",1.62,3167
20260911,8,"40,001-50,000",24,"1,117,370",1.22,3167
20260911,9,"50,001-100,000",53,"3,789,509",4.16,3167
20260911,10,"100,001-200,000",39,"5,473,092",6.01,3167
20260911,11,"200,001-400,000",32,"9,545,683",10.48,3167
20260911,12,"400,001-600,000",13,"6,483,095",7.11,3167
20260911,13,"600,001-800,000",0,0,0.00,3167
20260911,14,"800,001-1,000,000",3,"2,594,000",2.84,3167
20260911,15,"1,000,001以上",19,"42,763,693",46.96,3167
20260911,16,合　計,"25,933","91,055,949",100.00,3167
20260904,1,1-999,"20,795","2,095,439",2.30,3167
20260904,2,"1,000-5,000","6,828","10,838,252",11.92,3167
20260904,3,"5,001-10,000",421,"3,215,807",3.53,3167
20260904,4,"10,001-15,000",124,"1,522,124",1.67,3167
20260904,5,"15,001-20,000",61,"1,116,893",1.22,3167
20260904,6,"20,001-30,000",88,"2,128,241",2.34,3167
20260904,7,"30,001-40,000",48,"1,708,663",1.88,3167
20260904,8,"40,001-50,000",27,"1,251,120",1.37,3167
20260904,9,"50,001-100,000",57,"4,055,562",4.46,3167
20260904,10,"100,001-200,000",38,"5,344,302",5.88,3167
20260904,11,"200,001-400,000",30,"9,131,048",10.05,3167
20260904,12,"400,001-600,000",13,"6,748,738",7.42,3167
20260904,13,"600,001-800,000",2,"1,307,000",1.43,3167
20260904,14,"800,001-1,000,000",4,"3,482,879",3.83,3167
20260904,15,"1,000,001以上",15,"36,907,280",40.62,3167
20260904,16,合　計,"28,551","90,853,348",100.00,3167
20260828,1,1-999,"19,776","1,968,090",2.17,3167
20260828,2,"1,000-5,000","6,676","10,575,147",11.69,3167
20260828,3,"5,001-10,000",390,"2,988,755",3.30,3167
20260828,4,"10,001-15,000",129,"1,587,708",1.75,3167
20260828,5,"15,001-20,000",61,"1,115,802",1.23,3167
20260828,6,"20,001-30,000",94,"2,309,099",2.55,3167
20260828,7,"30,001-40,000",44,"1,571,663",1.73,3167
20260828,8,"40,001-50,000",27,"1,233,655",1.36,3167
