date,序,持股/單位數分級,人數,股數/單位數,占集保庫存數比例 (%),stock_id
20260320,1,1-999,"15,102","5,012,721",0.08,00687B
20260320,2,"1,000-5,000","87,015","217,357,631",3.63,00687B
20260320,3,"5,001-10,000","32,094","262,244,155",4.38,00687B
20260320,4,"10,001-15,000","14,660","191,006,461",3.19,00687B
20260320,5,"15,001-20,000","11,538","214,008,940",3.57,00687B
20260320,6,"20,001-30,000","12,349","320,338,380",5.35,00687B
20260320,7,"30,001-40,000","7,086","254,608,279",4.25,00687B
20260320,8,"40,001-50,000","4,764","222,891,693",3.72,00687B
20260320,9,"50,001-100,000","9,413","683,736,507",11.42,00687B
20260320,10,"100,001-200,000","4,319","606,543,324",10.13,00687B
20260320,11,"200,001-400,000","1,530","424,212,601",7.08,00687B
20260320,12,"400,001-600,000",350,"172,422,115",2.87,00687B
20260320,13,"600,001-800,000",138,"96,307,367",1.60,00687B
20260320,14,"800,001-1,000,000",72,"65,360,740",1.09,00687B
20260320,15,"1,000,001以上",173,"2,251,096,013",37.59,00687B
20260320,16,差異數調整（說明4）,,"-12,000",-0.00,00687B
20260320,17,合　計,"200,603","5,987,134,927",100.00,00687B
20260313,1,1-999,"15,237","5,073,843",0.08,00687B
20260313,2,"1,000-5,000","87,602","219,064,323",3.66,00687B
20260313,3,"5,001-10,000","32,353","264,405,768",4.42,00687B
20260313,4,"10,001-15,000","14,788","192,617,115",3.22,00687B
20260313,5,"15,001-20,000","11,661","216,214,017",3.62,00687B
20260313,6,"20,001-30,000","12,475","323,639,151",5.42,00687B
20260313,7,"30,001-40,000","7,132","256,253,760",4.29,00687B
20260313,8,"40,001-50,000","4,806","224,862,598",3.76,00687B
20260313,9,"50,001-100,000","9,467","687,563,276",11.51,00687B
20260313,10,"100,001-200,000","4,350","610,413,160",10.22,00687B
20260313,11,"200,001-400,000","1,560","431,822,414",7.23,00687B
20260313,12,"400,001-600,000",350,"171,949,064",2.88,00687B
20260313,13,"600,001-800,000",141,"98,291,367",1.64,00687B
20260313,14,"800,001-1,000,000",73,"66,585,740",1.11,00687B
20260313,15,"1,000,001以上",174,"2,200,379,331",36.86,00687B
20260313,16,合　計,"202,169","5,969,134,927",100.00,00687B
20260306,1,1-999,"15,298","5,093,928",0.08,00687B
20260306,2,"1,000-5,000","88,488","221,557,998",3.66,00687B
20260306,3,"5,001-10,000","32,780","267,927,808",4.43,00687B
20260306,4,"10,001-15,000","15,162","197,671,171",3.27,00687B
20260306,5,"15,001-20,000","11,883","220,291,874",3.64,00687B
20260306,6,"20,001-30,000","12,696","329,378,635",5.45,00687B
20260306,7,"30,001-40,000","7,320","262,884,855",4.35,00687B
20260306,8,"40,001-50,000","4,960","232,022,237",3.84,00687B
20260306,9,"50,001-100,000","9,722","706,339,254",11.69,00687B
20260306,10,"100,001-200,000","4,459","626,143,335",10.37,00687B
20260306,11,"200,001-400,000","1,607","444,676,755",7.36,00687B
20260306,12,"400,001-600,000",361,"177,340,310",2.93,00687B
20260306,13,"600,001-800,000",146,"101,858,426",1.68,00687B
20260306,14,"800,001-1,000,000",72,"65,804,740",1.08,00687B
20260306,15,"1,000,001以上",180,"2,178,152,601",36.07,00687B
20260306,16,差異數調整（說明4）,,"-9,000",-0.00,00687B
20260306,17,合　計,"205,134","6,037,134,927",100.00,00687B
20260226,1,1-999,"15,353","5,120,504",0.08,00687B
20260226,2,"1,000-5,000","90,725","227,371,773",3.70,00687B
20260226,3,"5,001-10,000","33,762","275,673,352",4.49,00687B
20260226,4,"10,001-15,000","15,605","203,400,805",3.31,00687B
20260226,5,"15,001-20,000","12,305","228,102,689",3.71,00687B
20260226,6,"20,001-30,000","13,231","343,066,758",5.59,00687B
20260226,7,"30,001-40,000","7,624","273,783,223",4.46,00687B
20260226,8,"40,001-50,000","5,159","241,139,827",3.92,00687B
20260226,9,"50,001-100,000","10,087","732,851,678",11.94,00687B
20260226,10,"100,001-200,000","4,683","659,521,913",10.74,00687B
20260226,11,"200,001-400,000","1,674","464,172,784",7.56,00687B
20260226,12,"400,001-600,000",369,"180,342,282",2.93,00687B
20260226,13,"600,001-800,000",162,"113,280,367",1.84,00687B
20260226,14,"800,001-1,000,000",79,"72,404,740",1.17,00687B
20260226,15,"1,000,001以上",189,"2,116,907,232",34.49,00687B
20260226,16,差異數調整（說明4）,,"-5,000",-0.00,00687B
20260226,17,合　計,"211,007","6,137,134,927",100.00,00687B
20260213,1,1-999,"15,488","5,186,523",0.08,00687B
20260213,2,"1,000-5,000","92,086","230,714,821",3.69,00687B
20260213,3,"5,001-10,000","34,406","280,978,594",4.50,00687B
20260213,4,"10,001-15,000","15,887","207,071,889",3.31,00687B
20260213,5,"15,001-20,000","12,518","232,090,099",3.71,00687B
20260213,6,"20,001-30,000","13,518","350,615,549",5.61,00687B
20260213,7,"30,001-40,000","7,771","279,043,405",4.46,00687B
20260213,8,"40,001-50,000","5,283","246,853,089",3.95,00687B
20260213,9,"50,001-100,000","10,291","747,431,151",11.97,00687B
20260213,10,"100,001-200,000","4,782","673,983,886",10.79,00687B
20260213,11,"200,001-400,000","1,723","476,763,040",7.63,00687B
20260213,12,"400,001-600,000",381,"186,727,282",2.99,00687B
20260213,13,"600,001-800,000",162,"113,224,367",1.81,00687B
20260213,14,"800,001-1,000,000",80,"73,273,740",1.17,00687B
20260213,15,"1,000,001以上",194,"2,139,177,492",34.26,00687B
20260213,16,合　計,"214,570","6,243,134,927",100.00,00687B
20260206,1,1-999,"15,480","5,186,116",0.08,00687B
20260206,2,"1,000-5,000","93,509","234,616,225",3.72,00687B
20260206,3,"5,001-10,000","35,020","285,931,298",4.54,00687B
20260206,4,"10,001-15,000","16,184","210,859,727",3.35,00687B
20260206,5,"15,001-20,000","12,759","236,570,296",3.75,00687B
20260206,6,"20,001-30,000","13,773","357,100,913",5.67,00687B
20260206,7,"30,001-40,000","7,932","284,679,324",4.52,00687B
20260206,8,"40,001-50,000","5,444","254,282,233",4.04,00687B
20260206,9,"50,001-100,000","10,492","761,278,719",12.09,00687B
20260206,10,"100,001-200,000","4,918","692,969,691",11.01,00687B
20260206,11,"200,001-400,000","1,784","493,143,200",7.83,00687B
20260206,12,"400,001-600,000",395,"193,802,579",3.08,00687B
20260206,13,"600,001-800,000",168,"117,281,368",1.86,00687B
20260206,14,"800,001-1,000,000",82,"75,126,740",1.19,00687B
20260206,15,"1,000,001以上",200,"2,089,327,498",33.20,00687B
20260206,16,差異數調整（說明4）,,"-21,000",-0.00,00687B
20260206,17,合　計,"218,140","6,292,134,927",100.00,00687B
20260130,1,1-999,"15,576","5,213,138",0.08,00687B
20260130,2,"1,000-5,000","94,458","237,259,226",3.68,00687B
20260130,3,"5,001-10,000","35,453","289,292,885",4.48,00687B
20260130,4,"10,001-15,000","16,462","214,442,202",3.32,00687B
20260130,5,"15,001-20,000","12,924","239,640,619",3.71,00687B
20260130,6,"20,001-30,000","13,967","362,139,919",5.61,00687B
20260130,7,"30,001-40,000","8,065","289,369,380",4.49,00687B
20260130,8,"40,001-50,000","5,510","257,457,329",3.99,00687B
20260130,9,"50,001-100,000","10,691","775,188,825",12.02,00687B
20260130,10,"100,001-200,000","4,980","701,511,844",10.88,00687B
20260130,11,"200,001-400,000","1,824","504,194,568",7.82,00687B
20260130,12,"400,001-600,000",408,"200,119,731",3.10,00687B
20260130,13,"600,001-800,000",167,"116,516,024",1.80,00687B
20260130,14,"800,001-1,000,000",86,"78,712,740",1.22,00687B
20260130,15,"1,000,001以上",200,"2,173,090,497",33.72,00687B
20260130,16,差異數調整（說明4）,,"-14,000",-0.00,00687B
20260130,17,合　計,"220,771","6,444,134,927",100.00,00687B
20260123,1,1-999,"15,683","5,268,082",0.08,00687B
20260123,2,"1,000-5,000","95,765","240,599,083",3.66,00687B
20260123,3,"5,001-10,000","35,980","293,597,905",4.47,00687B
20260123,4,"10,001-15,000","16,737","218,074,395",3.32,00687B
20260123,5,"15,001-20,000","13,179","244,233,150",3.72,00687B
20260123,6,"20,001-30,000","14,189","367,862,038",5.60,00687B
20260123,7,"30,001-40,000","8,238","295,581,286",4.50,00687B
20260123,8,"40,001-50,000","5,605","261,927,627",3.99,00687B
20260123,9,"50,001-100,000","10,891","789,495,955",12.02,00687B
20260123,10,"100,001-200,000","5,092","717,608,269",10.93,00687B
20260123,11,"200,001-400,000","1,858","513,800,922",7.82,00687B
20260123,12,"400,001-600,000",414,"202,525,669",3.08,00687B
20260123,13,"600,001-800,000",173,"121,119,473",1.84,00687B
20260123,14,"800,001-1,000,000",83,"76,052,740",1.15,00687B
20260123,15,"1,000,001以上",205,"2,215,978,333",33.76,00687B
20260123,16,差異數調整（說明4）,,"-90,000",-0.00,00687B
20260123,17,合　計,"224,092","6,563,634,927",100.00,00687B
20260116,1,1-999,"15,815","5,335,198",0.07,00687B
20260116,2,"1,000-5,000","97,222","244,447,900",3.62,00687B
20260116,3,"5,001-10,000","36,718","299,843,100",4.45,00687B
20260116,4,"10,001-15,000","17,027","221,900,110",3.29,00687B
20260116,5,"15,001-20,000","13,444","249,174,176",3.69,00687B
